rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_genre,artist_popularity,album_cover_url,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,track_href,analysis_url,duration_ms,time_signature,week
97,spotify:track:0u2P5u6lvoDfwTYjAADbn4,"Billie Eilish, Khalid",lovely (with Khalid),Darkroom,24,120,288,9917205,"art pop,pop",86,https://i.scdn.co/image/ab67616d0000b2738a3f0a3ca7929dea23cd274c,0.351,0.296,4,-10.109,0,0.0333,0.934,0,0.095,0.12,115.284,audio_features,0u2P5u6lvoDfwTYjAADbn4,https://api.spotify.com/v1/tracks/0u2P5u6lvoDfwTYjAADbn4,https://api.spotify.com/v1/audio-analysis/0u2P5u6lvoDfwTYjAADbn4,200186,4,Oct26
98,spotify:track:7yIIeKUxTpn36X6CFJhgEi,"Bellakath, Dani Flow",Reggaeton Champagne,La Mafia del Perreo,98,163,3,9875895,"perreo,urbano latino,urbano mexicano",69,https://i.scdn.co/image/ab67616d0000b2731ecd0a0631b08371002af606,0.795,0.678,11,-7.905,0,0.0586,0.0398,0.35,0.072,0.788,101.032,audio_features,7yIIeKUxTpn36X6CFJhgEi,https://api.spotify.com/v1/tracks/7yIIeKUxTpn36X6CFJhgEi,https://api.spotify.com/v1/audio-analysis/7yIIeKUxTpn36X6CFJhgEi,155965,4,Oct26
99,spotify:track:68Dni7IE4VyPkTOH9mRWHr,J. Cole,No Role Modelz,Roc Nation Records LLC,76,113,118,9772108,"conscious hip hop,hip hop,north carolina hip hop,rap",84,https://i.scdn.co/image/ab67616d0000b273c6e0948bbb0681ff29cdbae8,0.69,0.521,10,-8.492,0,0.339,0.324,0,0.0534,0.494,100.028,audio_features,68Dni7IE4VyPkTOH9mRWHr,https://api.spotify.com/v1/tracks/68Dni7IE4VyPkTOH9mRWHr,https://api.spotify.com/v1/audio-analysis/68Dni7IE4VyPkTOH9mRWHr,292799,4,Oct26
100,spotify:track:1xK59OXxi2TAAAbmZK0kBL,d4vd,Romantic Homicide,Darkroom/Interscope Records,17,115,60,9771485,"bedroom pop,bedroom r&b",75,https://i.scdn.co/image/ab67616d0000b273bd1a52b3d5903ee01c216da0,0.571,0.544,6,-10.613,1,0.0299,0.453,0.00805,0.322,0.216,132.052,audio_features,1xK59OXxi2TAAAbmZK0kBL,https://api.spotify.com/v1/tracks/1xK59OXxi2TAAAbmZK0kBL,https://api.spotify.com/v1/audio-analysis/1xK59OXxi2TAAAbmZK0kBL,132631,4,Oct26
101,spotify:track:1mea3bSkSGXuIRvnydlB5b,Coldplay,Viva La Vida,Parlophone UK,57,109,61,9741160,"permanent wave,pop",85,https://i.scdn.co/image/ab67616d0000b273e21cc1db05580b6f2d2a3b6e,0.486,0.617,5,-7.115,0,0.0287,0.0954,3.23E-06,0.109,0.417,138.015,audio_features,1mea3bSkSGXuIRvnydlB5b,https://api.spotify.com/v1/tracks/1mea3bSkSGXuIRvnydlB5b,https://api.spotify.com/v1/audio-analysis/1mea3bSkSGXuIRvnydlB5b,242373,4,Oct26
102,spotify:track:3tt9i3Hhzq84dPS8H7iSiJ,Manuel Turizo,La Bachata,Sony Music Latin/La Industria,4,112,69,9702917,"colombian pop,reggaeton,reggaeton colombiano,trap latino,urbano latino",80,https://i.scdn.co/image/ab67616d0000b2734dd99565ae6453deab7c26e1,0.835,0.679,7,-5.329,0,0.0364,0.583,1.98E-06,0.218,0.85,124.98,audio_features,3tt9i3Hhzq84dPS8H7iSiJ,https://api.spotify.com/v1/tracks/3tt9i3Hhzq84dPS8H7iSiJ,https://api.spotify.com/v1/audio-analysis/3tt9i3Hhzq84dPS8H7iSiJ,162638,4,Oct26
103,spotify:track:5g7sDjBhZ4I3gcFIpkrLuI,Bruno Mars,Locked out of Heaven,Atlantic Records,39,119,72,9699383,"dance pop,pop",86,https://i.scdn.co/image/ab67616d0000b27349055dce3554e72e82082980,0.728,0.697,5,-4.125,1,0.0456,0.0556,0,0.282,0.87,143.986,audio_features,5g7sDjBhZ4I3gcFIpkrLuI,https://api.spotify.com/v1/tracks/5g7sDjBhZ4I3gcFIpkrLuI,https://api.spotify.com/v1/audio-analysis/5g7sDjBhZ4I3gcFIpkrLuI,233653,4,Oct26
104,spotify:track:7j4OmvkjRz0PrjFADlHfQx,Adele,Set Fire to the Rain,XL Recordings,61,125,46,9679366,"british soul,pop,pop soul,uk pop",83,https://i.scdn.co/image/ab67616d0000b273744ea41a7c1ae57024752db9,0.603,0.67,2,-3.882,0,0.0249,0.00408,1.68E-06,0.112,0.446,107.993,audio_features,7j4OmvkjRz0PrjFADlHfQx,https://api.spotify.com/v1/tracks/7j4OmvkjRz0PrjFADlHfQx,https://api.spotify.com/v1/audio-analysis/7j4OmvkjRz0PrjFADlHfQx,242974,4,Oct26
105,spotify:track:0ofHAoxe9vBkTCp2UQIavz,Fleetwood Mac,Dreams - 2004 Remaster,Rhino/Warner Records,20,135,64,9617255,"album rock,classic rock,rock,soft rock,yacht rock",79,https://i.scdn.co/image/ab67616d0000b273e52a59a28efa4773dd2bfe1b,0.828,0.492,0,-9.744,1,0.0276,0.0644,0.00428,0.128,0.789,120.151,audio_features,0ofHAoxe9vBkTCp2UQIavz,https://api.spotify.com/v1/tracks/0ofHAoxe9vBkTCp2UQIavz,https://api.spotify.com/v1/audio-analysis/0ofHAoxe9vBkTCp2UQIavz,257800,4,Oct26
106,spotify:track:22skzmqfdWrjJylampe0kt,"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton",Can't Hold Us (feat. Ray Dalton),Macklemore,95,117,89,9613056,"pop rap,seattle hip hop",71,https://i.scdn.co/image/ab67616d0000b2732a6b364528b128a4a17d100d,0.633,0.927,2,-4.468,1,0.0839,0.0267,0,0.0986,0.88,146.097,audio_features,22skzmqfdWrjJylampe0kt,https://api.spotify.com/v1/tracks/22skzmqfdWrjJylampe0kt,https://api.spotify.com/v1/audio-analysis/22skzmqfdWrjJylampe0kt,258432,4,Oct26
107,spotify:track:2N0SPREDYqILVEFSsWF5N5,V,Love Me Again,BIGHIT MUSIC,11,116,11,9610790,"j-division,korean ost",81,https://i.scdn.co/image/ab67616d0000b2732f1a5b69c2bd76474bca8035,0.633,0.607,0,-6.182,0,0.0532,0.183,1.38E-06,0.167,0.363,74.029,audio_features,2N0SPREDYqILVEFSsWF5N5,https://api.spotify.com/v1/tracks/2N0SPREDYqILVEFSsWF5N5,https://api.spotify.com/v1/audio-analysis/2N0SPREDYqILVEFSsWF5N5,182293,4,Oct26
108,spotify:track:0cqRj7pUJDkTCEsJkx8snD,Taylor Swift,Shake It Off,"Big Machine Records, LLC",108,151,24,9565023,pop,100,https://i.scdn.co/image/ab67616d0000b27352b2a3824413eefe9e33817a,0.647,0.8,7,-5.384,1,0.165,0.0647,0,0.334,0.942,160.078,audio_features,0cqRj7pUJDkTCEsJkx8snD,https://api.spotify.com/v1/tracks/0cqRj7pUJDkTCEsJkx8snD,https://api.spotify.com/v1/audio-analysis/0cqRj7pUJDkTCEsJkx8snD,219200,4,Oct26
109,spotify:track:01ppKlDRCmPpusO3yNrSRY,"Bad Bunny, Luar La L",TELEFONO NUEVO,Rimas Entertainment LLC,21,21,2,9538368,"reggaeton,trap latino,urbano latino",96,https://i.scdn.co/image/ab67616d0000b2737b1fc51ff3257b5286a1ecec,0.619,0.619,2,-6.238,1,0.491,0.407,0,0.0932,0.393,125.752,audio_features,01ppKlDRCmPpusO3yNrSRY,https://api.spotify.com/v1/tracks/01ppKlDRCmPpusO3yNrSRY,https://api.spotify.com/v1/audio-analysis/01ppKlDRCmPpusO3yNrSRY,354784,4,Oct26
110,spotify:track:6dgUya35uo964z7GZXM07g,Sabrina Carpenter,Nonsense,Island Records,17,126,41,9516662,pop,76,https://i.scdn.co/image/ab67616d0000b273700f7bf79c9f063ad0362bdf,0.74,0.697,8,-4.912,1,0.034,0.0268,0,0.224,0.732,138.992,audio_features,6dgUya35uo964z7GZXM07g,https://api.spotify.com/v1/tracks/6dgUya35uo964z7GZXM07g,https://api.spotify.com/v1/audio-analysis/6dgUya35uo964z7GZXM07g,163648,4,Oct26
111,spotify:track:6ZprqcYFC6D9eIZaCoqrSn,"Drake, Bad Bunny",Gently (feat. Bad Bunny),OVO/Republic,14,58,3,9512531,"canadian hip hop,canadian pop,hip hop,pop rap,rap",95,https://i.scdn.co/image/ab67616d0000b2737d384516b23347e92a587ed1,0.868,0.407,10,-7.735,1,0.295,0.0479,0.000111,0.139,0.255,107.524,audio_features,6ZprqcYFC6D9eIZaCoqrSn,https://api.spotify.com/v1/tracks/6ZprqcYFC6D9eIZaCoqrSn,https://api.spotify.com/v1/audio-analysis/6ZprqcYFC6D9eIZaCoqrSn,133694,4,Oct26
112,spotify:track:7yq4Qj7cqayVTp3FF9CWbm,Vance Joy,Riptide,Atlantic Records,81,118,141,9502619,"folk-pop,modern rock",72,https://i.scdn.co/image/ab67616d0000b273d3ce97395ff522b0d70c1094,0.484,0.731,1,-6.694,1,0.0379,0.431,0,0.151,0.51,101.654,audio_features,7yq4Qj7cqayVTp3FF9CWbm,https://api.spotify.com/v1/tracks/7yq4Qj7cqayVTp3FF9CWbm,https://api.spotify.com/v1/audio-analysis/7yq4Qj7cqayVTp3FF9CWbm,204280,4,Oct26
113,spotify:track:3USxtqRwSYz57Ewm6wWRMp,Glass Animals,Heat Waves,Polydor Records,1,128,148,9484820,"gauze pop,indietronica,modern rock,pov: indie,shiver pop",72,https://i.scdn.co/image/ab67616d0000b273712701c5e263efc8726b1464,0.761,0.525,11,-6.9,1,0.0944,0.44,6.70E-06,0.0921,0.531,80.87,audio_features,3USxtqRwSYz57Ewm6wWRMp,https://api.spotify.com/v1/tracks/3USxtqRwSYz57Ewm6wWRMp,https://api.spotify.com/v1/audio-analysis/3USxtqRwSYz57Ewm6wWRMp,238805,4,Oct26
114,spotify:track:3zSSCPpLZ5Oc8nelhhGjKz,AUR,Tu hai kahan,Sony Music Entertainment,114,-1,1,9482286,urdu hip hop,65,https://i.scdn.co/image/ab67616d0000b2733fb3fb3086a40c2c5062501d,0.708,0.356,1,-9.738,1,0.075,0.437,6.54E-05,0.112,0.569,83.679,audio_features,3zSSCPpLZ5Oc8nelhhGjKz,https://api.spotify.com/v1/tracks/3zSSCPpLZ5Oc8nelhhGjKz,https://api.spotify.com/v1/audio-analysis/3zSSCPpLZ5Oc8nelhhGjKz,263185,4,Oct26
115,spotify:track:567e29TDzLwZwfDuEpGTwo,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),Columbia,1,114,120,9481220,australian hip hop,79,https://i.scdn.co/image/ab67616d0000b273b4d59e6fa7e5e7cbc57ac33a,0.591,0.764,1,-5.484,1,0.0483,0.0383,0,0.103,0.478,169.928,audio_features,567e29TDzLwZwfDuEpGTwo,https://api.spotify.com/v1/tracks/567e29TDzLwZwfDuEpGTwo,https://api.spotify.com/v1/audio-analysis/567e29TDzLwZwfDuEpGTwo,141806,4,Oct26
116,spotify:track:505v13epFXodT9fVAJ6h8k,KAROL G,AMARGURA,Universal Music Latino,53,108,23,9443957,"reggaeton,reggaeton colombiano,trap latino,urbano latino",88,https://i.scdn.co/image/ab67616d0000b27382de1ca074ae63cb18fce335,0.92,0.696,6,-3.356,0,0.0742,0.183,0,0.149,0.545,106.966,audio_features,505v13epFXodT9fVAJ6h8k,https://api.spotify.com/v1/tracks/505v13epFXodT9fVAJ6h8k,https://api.spotify.com/v1/audio-analysis/505v13epFXodT9fVAJ6h8k,170480,4,Oct26
117,spotify:track:23RoR84KodL5HWvUTneQ1w,Peggy Gou,(It Goes Like) Nanana - Edit,XL Recordings,21,111,18,9441095,"electra,float house",70,https://i.scdn.co/image/ab67616d0000b27388d71aadd009fe1a83df88f2,0.671,0.876,7,-5.681,0,0.0352,0.12,0.188,0.0823,0.964,129.998,audio_features,23RoR84KodL5HWvUTneQ1w,https://api.spotify.com/v1/tracks/23RoR84KodL5HWvUTneQ1w,https://api.spotify.com/v1/audio-analysis/23RoR84KodL5HWvUTneQ1w,231545,4,Oct26
118,spotify:track:1JSTJqkT5qHq8MDJnJbRE1,The Police,Every Breath You Take,Polydor Records,109,139,101,9428742,"album rock,classic rock,permanent wave,rock",74,https://i.scdn.co/image/ab67616d0000b273c8e97cafeb2acb85b21a777e,0.82,0.452,1,-9.796,1,0.0348,0.543,0.00294,0.0714,0.74,117.401,audio_features,1JSTJqkT5qHq8MDJnJbRE1,https://api.spotify.com/v1/tracks/1JSTJqkT5qHq8MDJnJbRE1,https://api.spotify.com/v1/audio-analysis/1JSTJqkT5qHq8MDJnJbRE1,253920,4,Oct26
119,spotify:track:086myS9r57YsLbJpU0TgK9,Arctic Monkeys,Why'd You Only Call Me When You're High?,Domino Recording Co,95,124,99,9425025,"garage rock,modern rock,permanent wave,rock,sheffield indie",84,https://i.scdn.co/image/ab67616d0000b2734ae1c4c5c45aabe565499163,0.691,0.631,2,-6.478,1,0.0368,0.0483,1.13E-05,0.104,0.8,92.004,audio_features,086myS9r57YsLbJpU0TgK9,https://api.spotify.com/v1/tracks/086myS9r57YsLbJpU0TgK9,https://api.spotify.com/v1/audio-analysis/086myS9r57YsLbJpU0TgK9,161124,4,Oct26
120,spotify:track:1JgknGBbrfmEHeOZH051SS,SUICIDAL-IDOL,ecstacy (slowed),AVR,120,129,4,9415110,scenecore,70,https://i.scdn.co/image/ab67616d0000b273cddfe70492c57a78e4d86b1c,0.551,0.677,2,-7.311,1,0.0665,0.0173,0,0.381,0.195,106.414,audio_features,1JgknGBbrfmEHeOZH051SS,https://api.spotify.com/v1/tracks/1JgknGBbrfmEHeOZH051SS,https://api.spotify.com/v1/audio-analysis/1JgknGBbrfmEHeOZH051SS,119120,4,Oct26
121,spotify:track:4RvWPyQ5RL0ao9LPZeSouE,Tears For Fears,Everybody Wants To Rule The World,UMC (Universal Music Catalogue),91,138,59,9344495,"new romantic,new wave,new wave pop,permanent wave,rock,sophisti-pop,synthpop",71,https://i.scdn.co/image/ab67616d0000b27322463d6939fec9e17b2a6235,0.645,0.795,7,-12.095,1,0.0527,0.347,0.00389,0.104,0.535,112.067,audio_features,4RvWPyQ5RL0ao9LPZeSouE,https://api.spotify.com/v1/tracks/4RvWPyQ5RL0ao9LPZeSouE,https://api.spotify.com/v1/audio-analysis/4RvWPyQ5RL0ao9LPZeSouE,251489,4,Oct26
122,spotify:track:58ge6dfP91o9oXMzq3XkIS,Arctic Monkeys,505,Domino/Warner Records,43,127,95,9319123,"garage rock,modern rock,permanent wave,rock,sheffield indie",84,https://i.scdn.co/image/ab67616d0000b2730c8ac83035e9588e8ad34b90,0.52,0.852,0,-5.866,1,0.0543,0.00237,5.79E-05,0.0733,0.234,140.267,audio_features,58ge6dfP91o9oXMzq3XkIS,https://api.spotify.com/v1/tracks/58ge6dfP91o9oXMzq3XkIS,https://api.spotify.com/v1/audio-analysis/58ge6dfP91o9oXMzq3XkIS,253587,4,Oct26
123,spotify:track:5gDWsRxpJ2lZAffh5p7K0w,"The Weeknd, Lana Del Rey",Stargirl Interlude,Universal Republic Records,99,137,65,9195462,"canadian contemporary r&b,canadian pop,pop",92,https://i.scdn.co/image/ab67616d0000b273a048415db06a5b6fa7ec4e1a,0.715,0.47,5,-12.638,0,0.0772,0.353,0.0923,0.104,0.426,89.965,audio_features,5gDWsRxpJ2lZAffh5p7K0w,https://api.spotify.com/v1/tracks/5gDWsRxpJ2lZAffh5p7K0w,https://api.spotify.com/v1/audio-analysis/5gDWsRxpJ2lZAffh5p7K0w,111627,4,Oct26
124,spotify:track:3EaJDYHA0KnX88JvDhL9oa,Steve Lacy,Dark Red,Three Quarter,66,148,99,9098655,afrofuturism,79,https://i.scdn.co/image/ab67616d0000b2733d2dfa42f771cd458b194979,0.603,0.784,6,-4.023,1,0.062,0.446,8.32E-06,0.119,0.769,172.041,audio_features,3EaJDYHA0KnX88JvDhL9oa,https://api.spotify.com/v1/tracks/3EaJDYHA0KnX88JvDhL9oa,https://api.spotify.com/v1/audio-analysis/3EaJDYHA0KnX88JvDhL9oa,173104,4,Oct26
125,spotify:track:1ODFVLQszq0hCOdZtqV5wq,Bad Bunny,MR. OCTOBER,Rimas Entertainment LLC,20,20,2,9090984,"reggaeton,trap latino,urbano latino",96,https://i.scdn.co/image/ab67616d0000b2737b1fc51ff3257b5286a1ecec,0.805,0.612,8,-5.682,0,0.172,0.188,1.96E-05,0.134,0.425,126.013,audio_features,1ODFVLQszq0hCOdZtqV5wq,https://api.spotify.com/v1/tracks/1ODFVLQszq0hCOdZtqV5wq,https://api.spotify.com/v1/audio-analysis/1ODFVLQszq0hCOdZtqV5wq,189259,4,Oct26
126,spotify:track:3hxIUxnT27p5WcmjGUXNwx,Hotel Ugly,Shut up My Moms Calling,"Hotel Ugly, under exclusive license to Amuseio AB",82,132,43,9072621,modern indie pop,72,https://i.scdn.co/image/ab67616d0000b273350ab7a839c04bfd5225a9f5,0.485,0.409,9,-10.711,0,0.101,0.325,0,0.103,0.376,138.419,audio_features,3hxIUxnT27p5WcmjGUXNwx,https://api.spotify.com/v1/tracks/3hxIUxnT27p5WcmjGUXNwx,https://api.spotify.com/v1/audio-analysis/3hxIUxnT27p5WcmjGUXNwx,164571,4,Oct26
127,spotify:track:5FVd6KXrgO9B3JPmC8OPst,Arctic Monkeys,Do I Wanna Know?,Domino Recording Co,98,141,110,9007658,"garage rock,modern rock,permanent wave,rock,sheffield indie",84,https://i.scdn.co/image/ab67616d0000b2734ae1c4c5c45aabe565499163,0.548,0.532,5,-7.596,1,0.0323,0.186,0.000263,0.217,0.405,85.03,audio_features,5FVd6KXrgO9B3JPmC8OPst,https://api.spotify.com/v1/tracks/5FVd6KXrgO9B3JPmC8OPst,https://api.spotify.com/v1/audio-analysis/5FVd6KXrgO9B3JPmC8OPst,272394,4,Oct26
128,spotify:track:7bPp2NmpmyhLJ7zWazAXMu,"Peso Pluma, Grupo Frontera",TULUM,Double P Records,30,136,17,9005763,"corridos tumbados,sad sierreno",90,https://i.scdn.co/image/ab67616d0000b2732fb583ed96f8f35cbf2897ba,0.557,0.866,6,-4.454,1,0.0503,0.394,0,0.11,0.631,167.767,audio_features,7bPp2NmpmyhLJ7zWazAXMu,https://api.spotify.com/v1/tracks/7bPp2NmpmyhLJ7zWazAXMu,https://api.spotify.com/v1/audio-analysis/7bPp2NmpmyhLJ7zWazAXMu,209415,4,Oct26
129,spotify:track:2eAvDnpXP5W0cVtiI0PUxV,Ruth B.,Dandelions,Columbia,34,130,115,8995569,"alt z,canadian contemporary r&b,canadian pop,pop",70,https://i.scdn.co/image/ab67616d0000b27397e971f3e53475091dc8d707,0.609,0.692,1,-2.958,1,0.0259,0.0157,0,0.0864,0.454,116.959,audio_features,2eAvDnpXP5W0cVtiI0PUxV,https://api.spotify.com/v1/tracks/2eAvDnpXP5W0cVtiI0PUxV,https://api.spotify.com/v1/audio-analysis/2eAvDnpXP5W0cVtiI0PUxV,233720,3,Oct26
130,spotify:track:2tpWsVSb9UEmDRxAl1zhX1,OneRepublic,Counting Stars,Mosley / Interscope,101,165,132,8970800,"piano rock,pop",80,https://i.scdn.co/image/ab67616d0000b2739e2f95ae77cf436017ada9cb,0.664,0.705,1,-4.972,0,0.0382,0.0654,0,0.118,0.477,122.016,audio_features,2tpWsVSb9UEmDRxAl1zhX1,https://api.spotify.com/v1/tracks/2tpWsVSb9UEmDRxAl1zhX1,https://api.spotify.com/v1/audio-analysis/2tpWsVSb9UEmDRxAl1zhX1,257267,4,Oct26
131,spotify:track:5odlY52u43F5BjByhxg7wg,JVKE,golden hour,JVKE,14,140,61,8956185,"modern indie pop,pov: indie,singer-songwriter pop",75,https://i.scdn.co/image/ab67616d0000b273c2504e80ba2f258697ab2954,0.515,0.593,4,-4.801,1,0.0322,0.653,0.162,0.25,0.153,94.467,audio_features,5odlY52u43F5BjByhxg7wg,https://api.spotify.com/v1/tracks/5odlY52u43F5BjByhxg7wg,https://api.spotify.com/v1/audio-analysis/5odlY52u43F5BjByhxg7wg,209260,3,Oct26
132,spotify:track:0ll8uFnc0nANY35E0Lfxvg,Keane,Somewhere Only We Know,Interscope,120,160,53,8944829,"neo mellow,piano rock,pop rock",70,https://i.scdn.co/image/ab67616d0000b273045d0a38105fbe7bde43c490,0.453,0.655,9,-4.22,1,0.0259,0.0794,7.61E-06,0.0849,0.368,172.012,audio_features,0ll8uFnc0nANY35E0Lfxvg,https://api.spotify.com/v1/tracks/0ll8uFnc0nANY35E0Lfxvg,https://api.spotify.com/v1/audio-analysis/0ll8uFnc0nANY35E0Lfxvg,236160,4,Oct26
133,spotify:track:0B7wvvmu9EISAwZnOpjhNI,Bruno Mars,When I Was Your Man,Atlantic Records,72,150,61,8939286,"dance pop,pop",86,https://i.scdn.co/image/ab67616d0000b27349055dce3554e72e82082980,0.601,0.271,0,-8.688,1,0.0403,0.937,0,0.144,0.411,145.494,audio_features,0B7wvvmu9EISAwZnOpjhNI,https://api.spotify.com/v1/tracks/0B7wvvmu9EISAwZnOpjhNI,https://api.spotify.com/v1/audio-analysis/0B7wvvmu9EISAwZnOpjhNI,213827,4,Oct26
134,spotify:track:2BLdelIp46CHvKkyWeqZHL,juan karlos,ERE,Universal Music Philippines Inc.,90,90,3,8932407,opm,67,https://i.scdn.co/image/ab67616d0000b27356b484a13efc1f2242a4dce8,0.48,0.571,7,-7.818,1,0.042,0.526,0.000213,0.232,0.257,146.051,audio_features,2BLdelIp46CHvKkyWeqZHL,https://api.spotify.com/v1/tracks/2BLdelIp46CHvKkyWeqZHL,https://api.spotify.com/v1/audio-analysis/2BLdelIp46CHvKkyWeqZHL,284812,4,Oct26
135,spotify:track:0yc6Gst2xkRu0eMLeRMGCX,Cigarettes After Sex,Apocalypse,Partisan Records,89,146,67,8926795,"ambient pop,dream pop,el paso indie,shoegaze",79,https://i.scdn.co/image/ab67616d0000b27312b69bf576f5e80291f75161,0.37,0.467,5,-9.013,1,0.0273,0.0205,0.572,0.109,0.182,94.485,audio_features,0yc6Gst2xkRu0eMLeRMGCX,https://api.spotify.com/v1/tracks/0yc6Gst2xkRu0eMLeRMGCX,https://api.spotify.com/v1/audio-analysis/0yc6Gst2xkRu0eMLeRMGCX,290617,4,Oct26
136,spotify:track:5qaEfEh1AtSdrdrByCP7qR,Imagine Dragons,Demons,Kid Ina Korner / Interscope,119,162,49,8868297,"modern rock,pop,rock",84,https://i.scdn.co/image/ab67616d0000b273407bd04707c463bbb3410737,0.505,0.71,3,-3.015,1,0.0321,0.19,0.00025,0.269,0.428,89.938,audio_features,5qaEfEh1AtSdrdrByCP7qR,https://api.spotify.com/v1/tracks/5qaEfEh1AtSdrdrByCP7qR,https://api.spotify.com/v1/audio-analysis/5qaEfEh1AtSdrdrByCP7qR,177507,4,Oct26
137,spotify:track:6I3mqTwhRpn34SLVafSH7G,Justin Bieber,Ghost,RBMG/Def Jam,11,152,108,8865940,"canadian pop,pop",86,https://i.scdn.co/image/ab67616d0000b273e6f407c7f3a0ec98845e4431,0.601,0.741,2,-5.569,1,0.0478,0.185,2.91E-05,0.415,0.441,153.96,audio_features,6I3mqTwhRpn34SLVafSH7G,https://api.spotify.com/v1/tracks/6I3mqTwhRpn34SLVafSH7G,https://api.spotify.com/v1/audio-analysis/6I3mqTwhRpn34SLVafSH7G,153190,4,Oct26
138,spotify:track:3kx21xR6IboC9HVdajgBoc,Fuerza Regida,SABOR FRESA,Rancho Humilde/Street Mob Records,15,142,18,8851654,"corrido,corridos tumbados,sad sierreno,sierreno",85,https://i.scdn.co/image/ab67616d0000b273ad57982065339f7dc2058efe,0.778,0.864,7,-4.61,0,0.0907,0.0898,0,0.0901,0.961,130.17,audio_features,3kx21xR6IboC9HVdajgBoc,https://api.spotify.com/v1/tracks/3kx21xR6IboC9HVdajgBoc,https://api.spotify.com/v1/audio-analysis/3kx21xR6IboC9HVdajgBoc,156501,3,Oct26
139,spotify:track:2gyxAWHebV7xPYVxqoi86f,Olivia Rodrigo,get him back!,Olivia Rodrigo PS,6,122,7,8841846,pop,87,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d,0.546,0.846,5,-5.719,1,0.181,0.0135,0,0.607,0.74,162.043,audio_features,2gyxAWHebV7xPYVxqoi86f,https://api.spotify.com/v1/tracks/2gyxAWHebV7xPYVxqoi86f,https://api.spotify.com/v1/audio-analysis/2gyxAWHebV7xPYVxqoi86f,211141,4,Oct26
140,spotify:track:7BqBn9nzAq8spo5e7cZ0dJ,Bruno Mars,Just the Way You Are,Atlantic Records,127,158,44,8827431,"dance pop,pop",86,https://i.scdn.co/image/ab67616d0000b273f6b55ca93bd33211227b502b,0.635,0.841,5,-5.379,1,0.0422,0.0134,0,0.0622,0.424,109.021,audio_features,7BqBn9nzAq8spo5e7cZ0dJ,https://api.spotify.com/v1/tracks/7BqBn9nzAq8spo5e7cZ0dJ,https://api.spotify.com/v1/audio-analysis/7BqBn9nzAq8spo5e7cZ0dJ,220734,4,Oct26
141,spotify:track:3WMj8moIAXJhHsyLaqIIHI,Zach Bryan,Something in the Orange,Warner Records,57,143,43,8813436,"classic oklahoma country,modern country pop",86,https://i.scdn.co/image/ab67616d0000b273b2b6670e3aca9bcd55fbabbb,0.369,0.192,4,-12.151,0,0.04,0.555,8.35E-06,0.0954,0.148,175.212,audio_features,3WMj8moIAXJhHsyLaqIIHI,https://api.spotify.com/v1/tracks/3WMj8moIAXJhHsyLaqIIHI,https://api.spotify.com/v1/audio-analysis/3WMj8moIAXJhHsyLaqIIHI,228013,3,Oct26
142,spotify:track:0J9g1MMJDhyvOb3NWckHMm,"Bad Gyal, Tokischa, Young Miko",Chulo pt.2,Universal Music Latino/Interscope,64,131,13,8800529,"neoperreo,rap catala,rap latina,trap catala,urbano espanol",72,https://i.scdn.co/image/ab67616d0000b2730d45a19d3b38fb1a0be40e3a,0.852,0.881,5,-2.546,0,0.126,0.0602,6.44E-06,0.0682,0.556,96.984,audio_features,0J9g1MMJDhyvOb3NWckHMm,https://api.spotify.com/v1/tracks/0J9g1MMJDhyvOb3NWckHMm,https://api.spotify.com/v1/audio-analysis/0J9g1MMJDhyvOb3NWckHMm,219333,4,Oct26
143,spotify:track:0DWdj2oZMBFSzRsi2Cvfzf,"KAROL G, Shakira",TQG,Universal Music Latino,1,133,35,8768113,"reggaeton,reggaeton colombiano,trap latino,urbano latino",88,https://i.scdn.co/image/ab67616d0000b27382de1ca074ae63cb18fce335,0.72,0.63,4,-3.547,0,0.277,0.673,0,0.0936,0.607,179.974,audio_features,0DWdj2oZMBFSzRsi2Cvfzf,https://api.spotify.com/v1/tracks/0DWdj2oZMBFSzRsi2Cvfzf,https://api.spotify.com/v1/audio-analysis/0DWdj2oZMBFSzRsi2Cvfzf,199440,4,Oct26
144,spotify:track:1zi7xx7UVEFkmKfv06H8x0,"Drake, Wizkid, Kyla",One Dance,Cash Money Records/Young Money Ent./Universal Rec.,12,147,165,8737577,"canadian hip hop,canadian pop,hip hop,pop rap,rap",95,https://i.scdn.co/image/ab67616d0000b2739416ed64daf84936d89e671c,0.792,0.625,1,-5.609,1,0.0536,0.00776,0.0018,0.329,0.37,103.967,audio_features,1zi7xx7UVEFkmKfv06H8x0,https://api.spotify.com/v1/tracks/1zi7xx7UVEFkmKfv06H8x0,https://api.spotify.com/v1/audio-analysis/1zi7xx7UVEFkmKfv06H8x0,173987,4,Oct26
